,Name,Link,Best price,Normal price,Type of product,Description,Ingredients,Available
442,Burguesa chicken't Alternative 100 g,https://www.jumbo.cl/chicken-t-burguesa-veg-alternative-100-g-1860122/p,NA,$1.250,Hamburguesas de Verduras,Deliciosa hamburguesa producida en base a ingredientes vegetales. Rico sabor y sin carne. ¿Qué mejor?,"Agua,  Aceite vegetal de maravilla,  Gluten de trigo,  Proteína de haba,  Proteína de arveja,  Almidón de maíz,  Saborizantes naturales,  Extracto de levadura,  Sal,  Metilcelulosa,  Gluten",1
443,Burguesa Alternative 100 g,https://www.jumbo.cl/burquesa-veg-alternative-100-g-1860121/p,NA,$1.250,Hamburguesas de Verduras,Deliciosa hamburguesa producida en base a ingredientes vegetales. Rico sabor y sin carne. ¿Qué mejor?,"Agua,  Aceite vegetal de maravilla,  Gluten de trigo,  Almidón de trigo,  Proteína de haba,  Almidón de maíz,  Saborizantes naturales,  Rojo de remolacha,  Concentrado de pimentón,  Extracto de levadura,  Sal,  Extracto de cebada malteada,  Colorante caramelo,  Metilcelulosa,  Sulfato de calcio,  Metabisulfito de sodio,  Gluten,  Sulfitos",1
444,Hamburguesa vegetal porotos negros 200 g,https://www.jumbo.cl/hamb-veg-porotos-negros-tivoni-200g-1865634/p,$1.990,$2.550,Hamburguesas de Verduras,"Hamburguesa Vegana realizada a base de legumbres y verduras naturales, acompañada con Porotos Negros. Una Hamburguesa vegetal sin glutén, 0% colesterol y 0% grasas trans.","Garbanzos,  Porotos negros,  Harina de maíz precocida sin gluten,  Cebolla,  Aceituna negra,  Cebollín,  Sal",1
445,Helado vegetal cookies & cream 284 g,https://www.jumbo.cl/hel-not-icec-co-cr-328-g/p,NA,$4.190,Helados Mix Sabores,"Cremoso como ninguno, delicioso, se derrite y hasta te congela el cerebro como un helado de leche, pero está hecho de plantas. Por eso decimos que es helado pero NOT. Sin colesterol, lactosa, transgénicos, huevos, ni soya. Procesada en líneas que puede contener trazas de leche. Sabor cookies & cream.","Agua,  Azúcar,  Manteca de coco,  Manteca de cacao,  Cacao en polvo,  Lecitina de girasol,  Jarabe de glucosa,  Harina de trigo (gluten),  Manteca vegetal de palma,  Jarabe de azúcar invertido,  Bicarbonato de sodio,  Bicarbonato de amonio,  Sal,  Saborizante artificial,  Proteína de arveja,  Fibra de achicoria,  Concentrado de coco en polvo,  Goma de acacia,  Goma guar,  Goma de semilla de algarrobo,  Saborizantes naturales",1
446,Helado multipack Paw Patrol 10 un. 50 g c/u,https://www.jumbo.cl/pack-paw-patrol-1858301/p,$4.071,$4.790,Helados Mix Sabores,Las grandes y entretenidas aventuras de Paw Patrol ahora son un exquisito helado. ¡Colecciona sus tatuajes!,"Agua,  Maltodextrina,  Leche descremada en polvo,  Manteca de palma fraccionado,  Aceite de soya,  Polidextrosa,  Suero de leche en polvo,  Jarabe de glucosa,  Cacao en polvo,  Mono y diglicéridos de ácidos grasos,  Cmc,  Goma guar,  Carragenina,  Estearoil lactilato de sodio,  Saborizantes naturales,  Estevia",1
447,Ceviche vegano 200 g,https://www.jumbo.cl/ceviche-vegano-riku-200g-1821143/p,$1.990,$2.990,Mariscos en Conservas,"Ceviche Vegano Rikü 100% Vegetal, alto en proteínas, bajo en grasas, sin preservantes y sin colorantes. Proteína 100% Vegetal.","Agua,  Proteínas de trigo,  Cebolla morada,  Pimentón rojo,  Pimentón verde,  Jugo de limón,  Perejil,  Cilantro,  Sal,  Cebolla en polvo,  ácido cítrico,  Chuño,  Extracto de levaduras,  Perejil deshidratado,  Saborizante idéntico a natural,  Fibra de cítricos,  Gluten",1
448,Pizzeta duo sin gluten 280gr,https://www.jumbo.cl/pizzeta-duo-sin-gluten-280gr/p,NA,$4.290,Pizza Vegetariana,"Pizzetta duo sin gluten
Pizza artesanal tipo rustica, hecho a mano, utilizando nuestra propia premezcla de harinas. Esta pizza es crujiente y tierna, con sabor ligero y miga esponjosa. La pizza, de aprox. 20 cm de diámetro, es elevada en fibra dietética (15% de DDR), está exenta de sellos, es libre de alérgenos comunes y además es vegana y Kosher.","Agua,  Almidón de maíz,  Harina de arroz,  Almidón de mandioca,  Pasta de tomate,  Aceite de maravilla prensado en frío,  Polidextrosa,  Dextrosa,  Sal,  Fibra de psyllium,  Proteína de arveja,  Fibra de maíz,  Hidroxipropilmetilcelulosa,  Levadura natural saccharomyces cerevisiae,  Agente de rehidratación monoestearato de sorbitán,  Almidón modificado de maíz,  Saborizante idéntico a natural,  Hierro sulfato hidrato,  Maltodextrina,  Nicotinaida,  Tiamina mononitrato,  ácido fólico,  Pirosil,  Riboflavina",1
449,Helado Nestlé El Manjar 900ml,https://www.jumbo.cl/helado-el-manjar-premium-900-ml/p,NA,$4.859,Helados Mix Sabores,"Helado Nestlé El Manjar, es un delicioso helado para disfrutar al máximo con un cremoso helado de Manjar Nestlé, con salsa de manjar y calugas de manjar en su interior! Formato 900ml","Agua,  Azúcar,  Leche entera en polvo,  Agar,  Bicarbonato de sodio,  Fosfato disódico,  Leche semidescremada en polvo,  Leche descremada en polvo,  Jarabe de glucosa,  Sorbato de potasio,  Crema de leche,  Goma guar,  Goma garrofín,  Carragenina,  Goma xantán,  Colorante caramelo,  Aceite vegetal de palma fraccionado,  Saborizante artificial,  Mono y diglicéridos de ácidos grasos",1
450,Mix para hamburguesa de soya sabor carne 160 g,https://www.jumbo.cl/mix-para-hamburguesa-de-soya-sabor-carne-160-g/p,NA,$2.169,Mix de Verduras,"Disfruta el nuevo Mix para Hamburguesa de Soya sabor Carne. Una exquisita hamburguesa hecha con proteína vegetal de soya, con sabor y apariencia a una verdadera hamburguesa de carne. Buena fuente proteínas, buena fuente de hierro, buena fuente de fibra y sin resaltadores de sabor. Además, es muy fácil de hacer, solo necesitas un huevo y 180 ml de agua. El huevo se puede reemplazar por 2 cucharadas de Linaza + 6 cucharadas de agua. Rinde: 4 hamburguesas","Proteína vegetal texturizada de soya,  Harina de trigo,  Sal,  Levadura,  Garbanzo triturado,  Proteína de arveja,  Cebolla,  Extracto de levadura,  Celulosa de bambú,  Saborizante natural,  Gluten,  Metilcelulosa,  Aceite de maravilla,  Aceite de soya,  Saborizante idéntico al natural,  Ajo,  Colorante caramelo,  Sal de mar,  Comino,  Pimienta,  Soya,  Gluten (trigo)",1
451,Cebolla picada 80 g,https://www.jumbo.cl/cebolla-picada-80-g/p,NA,$2.199,Cebollas,"La Cebolla Picada Gourmet es una cebolla cortada en juliana, deshidratada, que una vez hidratada tiene la misma forma, textura, tipo de sabor e intensidad de sabor que una cebolla fresca. ¡La solución para quienes no les gusta picar cebolla, ni quieren gastar tiempo en hacerlo!","Cebolla deshidratada,  Sulfitos",1
452,Helado chocolate avellana sin gluten 5 un. 86 g,https://www.jumbo.cl/helado-chocolate-avellana-sin-gluten-5-un-86-g/p,NA,$4.099,Helados Mix Sabores,"¡Cremoso, suave y tan delicioso! ¿Quién puede resistirse a nuestro helado chocolate y avellanas? Una receta artesanal. Sin gluten. Hecho con leche natural 100%","Leche fluida pasteurizada,  Azúcar,  Leche descremada en polvo,  Avellana,  Antioxidante alfa-tocoferol,  Cacao amargo,  Estabilizante mono y diglicéridos,  Estabilizante goma guar,  Estabilizante polisorbato 80,  Estabilizante carragenina,  Estabilizante carboximetilcelulosa",1
453,Bocadito de pastelera 400 g,https://www.jumbo.cl/bocadito-de-pastelera-400-g/p,NA,$2.590,Pastelitos Rellenos y Bañados,NA,"Choclo,  Agua,  Proteína de soya,  Aceite de maravilla,  Albúmina (huevo),  Harina de trigo (gluten),  Almidón modificado,  Aceite de soya,  Colorante natural cúrcuma,  Maltodextrina de maíz,  Fibras vegetales,  Goma guar,  Sal,  Cebolla,  Extracto de levadura,  Glutamato monosódico,  Saborizante idéntico a natural,  Ajo,  Pimentón,  Dióxido de silicio amorfo,  Azúcar,  Mono y diglicéridos de ácidos grasos",1
454,Helado mango maracuyá 1 L,https://www.jumbo.cl/helado-mango-maracuya-pote-1-l/p,NA,$6.950,Helados Mix Sabores,"Palettas trae helados elaborados con un 40% de fruta natural. En esta ocasión, un delicioso sabor de mango maracuyá.","Agua,  Azúcar,  Glucosa líquida,  Maltodextrina,  Dextrosa,  Mono y diglicéridos de ácidos grasos,  ésteres de propilenglicol de ácidos grasos,  Goma guar,  Carboximetil celulosa sódica,  Almidón,  Anhídrido sulfuroso,  Bicarbonato,  Acido cítrico,  Mango,  Maracuyá con pepas",1
455,Helado frutos del bosque 1 L,https://www.jumbo.cl/helado-frutos-del-bosque-pote-1-l/p,NA,$6.950,Helados Mix Sabores,"Palettas trae helados elaborados con un 40% de fruta natural. En esta ocasión, un delicioso sabor de frutos del bosque.","Agua,  Azúcar,  Glucosa líquida,  Maltodextrina,  Dextrosa,  Mono y diglicéridos de ácidos grasos,  ésteres de propilenglicol de ácidos grasos,  Goma guar,  Carboximetil celulosa sódica,  Almidón,  Anhídrido sulfuroso,  Bicarbonato,  ácido cítrico,  Frambuesas,  Moras,  Arándanos,  Glucosa,  Grosellas,  Pectina,  Aromatizantes naturales,  Aromatizantes idéntico al natural de frutos del bosque,  Azorrubina,  Indigotina",1
456,Helado mousse chocolate tramontana 1 kg,https://www.jumbo.cl/helado-mousse-chocolate-tramontana-1-kg/p,NA,$7.399,Helados Mix Sabores,Producto: HeladoContenido: 750 gSabor: Mousse de Chocolate y Tramontana,NA,1
457,Helado de coco con dulce de leche 750 g,https://www.jumbo.cl/helado-de-coco-con-dulce-de-leche-750-g/p,NA,$6.399,Helados Mix Sabores,"Delicioso helado sabor coco y dulce de leche, disfruta de un momento junto a ti o con quien más quieras con todo el sabor del dulce de leche y coco, mezclado para formar una combinación explosiva de sabores","Agua,  Azúcar,  Leche,  Glucosa de maíz,  Almidón modificado de maíz,  Bicarbonato de sodio,  Sorbato de potasio,  Aroma vainilla,  Leche entera en polvo,  Crema de leche,  Coco rallado,  Dextrosa,  Vainillin",1
458,Helado crema americana con galletas de dulce de leche 750 g,https://www.jumbo.cl/helado-crema-americana-con-galletas-de-dulce-de-leche-750-g/p,NA,$6.399,Helados Mix Sabores,Producto: HeladoContenido: 750 gSabor: Crema Americana con Galletas Dulce de Leche,"Agua,  Azúcar,  Leche,  Dextrosa,  Sólidos lácteos,  Colorante caramelo,  Bicarbonato de sodio,  Sorbato de potasio,  Leche en polvo entera,  Crema de leche,  Harina de trigo enriquecida,  Grasa vacuna refinada,  Almidón de maíz,  Cacao en polvo,  Jarabe de maíz de alta fructosa,  Harina de maíz,  Licor de cacao,  Leche descremada en polvo,  Sal,  Leudante químico bicarbonato de sodio ins 500ii,  Leudante químico bicarbonato de amonio ins 503ii,  Emulsionante estearoil lactilato de sodio ins 381i,  Emulsionante lecitina de soja ins 322,  Saborizante natural vainilla,  Colorante ins 150a,  Colorante ins 132,  Colorante ins 129,  Colorante ins 160b,  Aceite vegetal interesterificado,  Leche en polvo descremada,  Estabilizante,  Aromatizante",1
459,Helado dulce de leche granizado 750 g,https://www.jumbo.cl/helado-dulce-de-leche-granizado-750-g/p,NA,$6.399,Helados Mix Sabores,Producto: HeladoContenido: 750 gSabor: Dulce de Leche Granizado,"Leche fluida uht,  Leche,  Azúcar,  Dextrosa,  Sólidos lácteos,  Bicarbonato de sodio ins 500 ii,  Crema de leche uht,  Yema de huevo pasteurizada,  Clara de huevo pasteurizada,  Licor de cacao,  Manteca de cacao,  Azúcar blanca,  Leche entera en polvo,  Lecitina,  Aromatizado con etilvainillina,  Goma guar,  Huevo",1
460,Helado dulce de leche clásico 375 ml,https://www.jumbo.cl/helado-dulce-de-leche-clasico-375-ml/p,$5.949,$6.999,Helados Mix Sabores,Producto: HeladoContenido: 375 mlSabor: Dulce de Leche,"Leche entera fluida,  Leche,  Azúcar,  Dextrosa,  Regulador de acidez bicarbonato de sodio ins 500ii,  Conservante sorbato de potasio ins 202,  Crema de leche pasteurizada,  Leche entera en polvo,  Estabilizante emulsionante mono y diglicéridos de ácidos grasos ins 471,  Goma guar ins 412,  Polisorbato 80 ins 433,  Carboximetil celulosa ins 466,  Carrageninos ins 407,  Derivados lácteos",1
461,Waffle buttermilk 350 g,https://www.jumbo.cl/waffle-buttermilk-zole-350g/p,NA,$3.999,Waffles,Increíbles Waffles listos para servir. Añade tus salsas e ingredientes favoritos y disfruta su delicioso sabor.,"Agua,  Harina de trigo,  Niacina,  Hierro reducido,  Mononitrato de tiamina,  Riboflavina,  ácido fólico,  Aceite de soya,  Pirofosfato ácido de sodio,  Bicarbonato de sodio,  Almidón de maíz,  Fosfato monocálcico,  Azúcar,  Emulsionante lecitina de soya,  Harina de maíz amarillo,  Suero de mantequilla en polvo,  Suero de leche,  Huevos,  Antiaglomerante carbonato de calcio,  Palmitato de vitamina a,  Niacinamida,  Cianocobalamina,  Hidrocloruro de piridoxina,  Sal,  Colorante natural annato,  Gluten de trigo,  Lactosa,  Huevo,  Derivados de soya",1
462,Pollo apanado 100 g,https://www.jumbo.cl/apanado-pollo-pf-100g/p,NA,$619,Pollo,"Los Apanados de Pollo PF son elaborados a partir de carne de pollo. Suavemente condimentado, es formado, cocinado y rápidamente congelado. Para consumir solo es necesario calentar.","Carne de pollo,  Agua,  Harina de trigo,  Aceite de maravilla,  Proteína de soya,  Aceite de soya,  Almidón modificado,  Dióxido de titanio,  Sal,  Cebolla,  Maltodextrina,  Ajo,  Tripolifosfato de sodio,  Eritorbato de sodio,  Azúcar,  Mono y diglicéridos de ácidos grasos,  Pimienta blanca,  Glutamato monosódico,  Citrato de sodio,  Saborizante natural,  Colorante natural cúrcuma,  Pirofosfato de sodio,  Polifosfato de potasio,  Bht",1
463,Helado La Cremería Maracuyá 1L,https://www.jumbo.cl/hel-savory-la-cremeria-maracuya-6x1lt/p,NA,$4.859,Helados Mix Sabores,"Helado La Cremería Maracuyá, es un irresistible helado de crema con salsa de maracuyá. Formato 1L","Agua, salsa de maracuyá (31%) (azúcar, agua, maracuyá, jarabe de glucosa, puré de maracuyá, espesantes (almidòn modificado, carragenina y goma xantán), saborizante idéntico a natural, preservante (sorbato de potasio), colorantes naturales (annato y curcumina)), azúcar, crema de leche, suero de leche en polvo, jarabe de glucosa, leche descremada en polvo, emulsionantes (ésteres de propilenglicol de ácidos grasos y mono y diglicéridos de ácidos grasos), espesantes (goma guar y carragenina) y saborizante artificial.",1
464,Helado limón menta albahaca 550 g,https://www.jumbo.cl/helado-lim-men-alb-emporio-la-rosa-550g/p,NA,$7.399,Helados Mix Sabores,"Helado artesanal a base de agua, elaborado con jugo de limón recién exprimido y una gran selección de hojas de menta y albahaca. Con bajo porcentaje de leche.","Jugo de limón,  Agua,  Azúcar,  Polidextrosa,  Azúcar invertido,  Leche descremada en polvo,  Estabilizante mono y diglicéridos,  Estabilizante goma guar,  Estabilizante polisorbato,  Estabilizante carboximetil celulosa,  Estabilizante carragenina,  Emulsionante sorbitol,  Emulsionante mono y diglicéridos,  Leche",1
465,Postre helado chocolate nuss 900 ml,https://www.jumbo.cl/postre-hel-magnum-choc-nuss-900cc/p,NA,$5.399,Postre de Helado,Postre helado de leche sabor a chocolate con cobertura de chocolate y salsa sabor a chocolate y almendras. Una excelente alternativa para servir de postre en alguna ocasión especial.,"Agua,  Azúcar,  Manteca de cacao,  Leche descremada en polvo,  Pasta de cacao,  Grasa de mantequilla,  Lecitina de soya,  ésteres de poliglicerol interesterificados con ácido ricinoleico,  Leche entera en polvo,  Cacao alcalino,  Cacao natural en polvo,  Sorbato de potasio,  Sal,  Carragenina,  Saborizante idéntico al natural,  ácido fosfórico,  Almendras trozadas,  Grasa vegetal de palma,  Bht,  Grasa vegetal de palmiste,  ácido cítrico,  Suero de leche,  Jarabe de glucosa,  Cacao en polvo,  Monoglicéridos de ácidos grasos,  Diglicéridos de ácidos grasos,  Color caramelo,  Goma de semilla de algarrobo,  Goma guar,  Ponceau 4r,  Tartrazina,  Azul brillante fcf,  Vainillina,  Fosfato de dialmidón hidroxipropilado",1
466,Postre helado dulce de leche 900 ml,https://www.jumbo.cl/postre-hel-magnum-dulce-de-leche-900cc/p,NA,$5.399,Postre de Helado,Postre helado de leche sabor a dulce de leche con cobertura de chocolate y salsa de manjar. Una excelente alternativa para servir de postre en alguna ocasión especial.,"Agua,  Azúcar,  Manteca de cacao,  Leche descremada en polvo,  Pasta de cacao,  Grasa de mantequilla,  Lecitina de soya,  ésteres de poliglicerol interesterificados con ácido ricinoleico,  Manjar,  Leche parcialmente descremada,  Suero de leche en polvo,  Glucosa,  Carragenina,  Sorbato de potasio,  Lactasa,  Saborizante idéntico al natural,  Adipato de dialmidón acetilado,  Jarabe de glucosa,  Suero de leche,  Bht,  ácido cítrico,  Grasa vegetal de palma,  Maltodextrina,  Color caramelo,  Goma de semilla de algarrobo,  Goma guar,  Saborizante artificial,  Vainillina,  Grasa vegetal de palmiste,  Monoglicéridos de ácidos grasos,  Diglicéridos de ácidos grasos",1
467,Pack paleta helado chocolate frambuesa 5 un. 80 g c/u,https://www.jumbo.cl/pack-paleta-helado-san-francisco-chocolate-frambuesa-5-unid-80-g-c-u/p,NA,$4.699,Helados Mix Sabores,"Pack de 5 paletas de helado Premium individual, sabor chocolate rellena con salsa de frambuesa y bañada en chocolate belga. Helado de textura suave y mucho cuerpo al llevarlo a la boca, no contiene colorante.","Leche entera pasteurizada de vaca,  Crema,  Azúcar,  Jarabe de glucosa,  Leche en polvo descremada,  Mantequilla sin sal,  Masa de cacao,  Manteca de cacao,  Lecitina de soya,  Sabor natural vainilla,  Frambuesa,  Cacao en polvo,  Estabilizante mono y diglicéridos de ácidos grasos,  Estabilizante goma guar,  Estabilizante goma de algarrobo,  Estabilizante carragenina",1
